Vardas	       Pavarde	      Galutinis pazymys pagal mediana
Vardas151      Pavarde151     6.6                           
Vardas153      Pavarde153     6                             
Vardas154      Pavarde154     7.8                           
Vardas157      Pavarde157     5.4                           
Vardas159      Pavarde159     5.4                           
Vardas160      Pavarde160     5.4                           
Vardas161      Pavarde161     5.4                           
Vardas162      Pavarde162     8.4                           
Vardas163      Pavarde163     6.6                           
Vardas166      Pavarde166     8.4                           
Vardas167      Pavarde167     6.6                           
Vardas168      Pavarde168     6                             
Vardas170      Pavarde170     6                             
Vardas172      Pavarde172     6                             
Vardas173      Pavarde173     6                             
Vardas174      Pavarde174     5.4                           
Vardas175      Pavarde175     5.4                           
Vardas179      Pavarde179     8.4                           
Vardas180      Pavarde180     8.4                           
Vardas182      Pavarde182     6                             
Vardas185      Pavarde185     6.6                           
Vardas186      Pavarde186     7.8                           
Vardas187      Pavarde187     6.6                           
Vardas188      Pavarde188     6.6                           
Vardas189      Pavarde189     7.2                           
Vardas193      Pavarde193     6                             
Vardas194      Pavarde194     6                             
Vardas195      Pavarde195     8.4                           
Vardas196      Pavarde196     6.6                           
Vardas202      Pavarde202     6.6                           
Vardas204      Pavarde204     5.4                           
Vardas206      Pavarde206     5.4                           
Vardas207      Pavarde207     5.4                           
Vardas208      Pavarde208     8.4                           
Vardas209      Pavarde209     7.8                           
Vardas211      Pavarde211     7.2                           
Vardas215      Pavarde215     8.4                           
Vardas216      Pavarde216     7.2                           
Vardas217      Pavarde217     8.4                           
Vardas218      Pavarde218     5.4                           
Vardas219      Pavarde219     6.6                           
Vardas220      Pavarde220     6.6                           
Vardas221      Pavarde221     7.2                           
Vardas223      Pavarde223     7.2                           
Vardas225      Pavarde225     7.8                           
Vardas226      Pavarde226     7.8                           
Vardas228      Pavarde228     7.2                           
Vardas229      Pavarde229     5.4                           
Vardas230      Pavarde230     5.4                           
Vardas231      Pavarde231     6.6                           
Vardas232      Pavarde232     7.8                           
Vardas233      Pavarde233     6.6                           
Vardas236      Pavarde236     8.4                           
Vardas237      Pavarde237     7.8                           
Vardas238      Pavarde238     6.6                           
Vardas240      Pavarde240     5.4                           
Vardas241      Pavarde241     6.6                           
Vardas242      Pavarde242     6.6                           
Vardas243      Pavarde243     6.6                           
Vardas244      Pavarde244     5.4                           
Vardas245      Pavarde245     6.6                           
Vardas246      Pavarde246     5.4                           
Vardas248      Pavarde248     7.8                           
Vardas249      Pavarde249     5.4                           
Vardas250      Pavarde250     6                             
Vardas253      Pavarde253     6                             
Vardas257      Pavarde257     6.6                           
Vardas258      Pavarde258     6.6                           
Vardas259      Pavarde259     7.8                           
Vardas261      Pavarde261     6.6                           
Vardas262      Pavarde262     6.6                           
Vardas263      Pavarde263     6                             
Vardas264      Pavarde264     6                             
Vardas265      Pavarde265     6.6                           
Vardas266      Pavarde266     7.2                           
Vardas271      Pavarde271     8.4                           
Vardas272      Pavarde272     6.6                           
Vardas274      Pavarde274     7.8                           
Vardas276      Pavarde276     7.8                           
Vardas277      Pavarde277     7.8                           
Vardas281      Pavarde281     8.4                           
Vardas283      Pavarde283     7.8                           
Vardas289      Pavarde289     6.6                           
Vardas291      Pavarde291     8.4                           
Vardas292      Pavarde292     5.4                           
Vardas293      Pavarde293     8.4                           
Vardas294      Pavarde294     7.8                           
Vardas295      Pavarde295     6                             
Vardas296      Pavarde296     7.2                           
Vardas297      Pavarde297     6                             
Vardas299      Pavarde299     7.2                           
Vardas300      Pavarde300     7.8                           
Vardas301      Pavarde301     7.2                           
Vardas302      Pavarde302     7.8                           
Vardas303      Pavarde303     6.6                           
Vardas304      Pavarde304     5.4                           
Vardas305      Pavarde305     8.4                           
Vardas307      Pavarde307     5.8                           
Vardas310      Pavarde310     5                             
Vardas311      Pavarde311     6.2                           
Vardas313      Pavarde313     6.2                           
Vardas316      Pavarde316     5.6                           
Vardas318      Pavarde318     6.2                           
Vardas320      Pavarde320     5.6                           
Vardas321      Pavarde321     6.8                           
Vardas323      Pavarde323     5                             
Vardas324      Pavarde324     6.2                           
Vardas328      Pavarde328     5                             
Vardas330      Pavarde330     5                             
Vardas332      Pavarde332     7.4                           
Vardas333      Pavarde333     6.2                           
Vardas334      Pavarde334     8                             
Vardas335      Pavarde335     5                             
Vardas337      Pavarde337     6.8                           
Vardas338      Pavarde338     5                             
Vardas339      Pavarde339     7.4                           
Vardas340      Pavarde340     5                             
Vardas341      Pavarde341     6.2                           
Vardas343      Pavarde343     6.2                           
Vardas344      Pavarde344     7.4                           
Vardas345      Pavarde345     5.6                           
Vardas347      Pavarde347     6.8                           
Vardas348      Pavarde348     6.2                           
Vardas349      Pavarde349     6.2                           
Vardas350      Pavarde350     8                             
Vardas351      Pavarde351     6.2                           
Vardas352      Pavarde352     5.6                           
Vardas353      Pavarde353     6.2                           
Vardas354      Pavarde354     8                             
Vardas357      Pavarde357     6.8                           
Vardas358      Pavarde358     6.8                           
Vardas360      Pavarde360     8                             
Vardas362      Pavarde362     7.4                           
Vardas365      Pavarde365     6.8                           
Vardas366      Pavarde366     6.2                           
Vardas368      Pavarde368     8                             
Vardas370      Pavarde370     5                             
Vardas371      Pavarde371     5.6                           
Vardas372      Pavarde372     6.8                           
Vardas374      Pavarde374     5.6                           
Vardas377      Pavarde377     6.2                           
Vardas379      Pavarde379     7.4                           
Vardas380      Pavarde380     5                             
Vardas382      Pavarde382     6.8                           
Vardas383      Pavarde383     7.4                           
Vardas384      Pavarde384     5                             
Vardas388      Pavarde388     7.4                           
Vardas389      Pavarde389     8                             
Vardas390      Pavarde390     8                             
Vardas391      Pavarde391     6.8                           
Vardas394      Pavarde394     5                             
Vardas395      Pavarde395     5.6                           
Vardas398      Pavarde398     7.4                           
Vardas399      Pavarde399     7.4                           
Vardas401      Pavarde401     7.4                           
Vardas402      Pavarde402     5.6                           
Vardas403      Pavarde403     5                             
Vardas407      Pavarde407     6.2                           
Vardas408      Pavarde408     5.6                           
Vardas409      Pavarde409     7.4                           
Vardas411      Pavarde411     8                             
Vardas412      Pavarde412     5                             
Vardas415      Pavarde415     8                             
Vardas416      Pavarde416     6.8                           
Vardas417      Pavarde417     8                             
Vardas421      Pavarde421     5.6                           
Vardas423      Pavarde423     7.4                           
Vardas425      Pavarde425     7.4                           
Vardas426      Pavarde426     5                             
Vardas428      Pavarde428     6.8                           
Vardas429      Pavarde429     7.4                           
Vardas430      Pavarde430     7.4                           
Vardas432      Pavarde432     5                             
Vardas434      Pavarde434     7.4                           
Vardas437      Pavarde437     5                             
Vardas438      Pavarde438     5                             
Vardas439      Pavarde439     5.6                           
Vardas440      Pavarde440     5.6                           
Vardas441      Pavarde441     6.2                           
Vardas443      Pavarde443     8                             
Vardas445      Pavarde445     6.8                           
Vardas447      Pavarde447     6.2                           
Vardas448      Pavarde448     6.8                           
Vardas449      Pavarde449     8                             
Vardas450      Pavarde450     5                             
Vardas451      Pavarde451     8                             
Vardas453      Pavarde453     5                             
Vardas455      Pavarde455     6.2                           
Vardas456      Pavarde456     5                             
Vardas457      Pavarde457     5                             
Vardas459      Pavarde459     7.4                           
Vardas460      Pavarde460     6.8                           
Vardas461      Pavarde461     6.8                           
Vardas462      Pavarde462     6.8                           
Vardas463      Pavarde463     7.4                           
Vardas464      Pavarde464     5.6                           
Vardas465      Pavarde465     6.2                           
Vardas469      Pavarde469     5                             
Vardas470      Pavarde470     6.8                           
Vardas472      Pavarde472     6.2                           
Vardas473      Pavarde473     6.2                           
Vardas474      Pavarde474     8                             
Vardas475      Pavarde475     7.4                           
Vardas476      Pavarde476     6.2                           
Vardas477      Pavarde477     5.6                           
Vardas479      Pavarde479     6.2                           
Vardas480      Pavarde480     8                             
Vardas481      Pavarde481     8                             
Vardas483      Pavarde483     5.6                           
Vardas484      Pavarde484     5                             
Vardas485      Pavarde485     7.4                           
Vardas487      Pavarde487     5.6                           
Vardas488      Pavarde488     5                             
Vardas489      Pavarde489     5                             
Vardas490      Pavarde490     5                             
Vardas492      Pavarde492     5                             
Vardas493      Pavarde493     7.4                           
Vardas494      Pavarde494     6.8                           
Vardas498      Pavarde498     6.8                           
Vardas499      Pavarde499     6.8                           
Vardas500      Pavarde500     8                             
Vardas502      Pavarde502     6.8                           
Vardas503      Pavarde503     5                             
Vardas504      Pavarde504     5.6                           
Vardas505      Pavarde505     6.8                           
Vardas508      Pavarde508     7.4                           
Vardas509      Pavarde509     5                             
Vardas511      Pavarde511     5                             
Vardas512      Pavarde512     5                             
Vardas515      Pavarde515     7.4                           
Vardas521      Pavarde521     7.4                           
Vardas523      Pavarde523     6.2                           
Vardas524      Pavarde524     5                             
Vardas525      Pavarde525     6.2                           
Vardas529      Pavarde529     5.6                           
Vardas530      Pavarde530     7.4                           
Vardas531      Pavarde531     8                             
Vardas532      Pavarde532     7.4                           
Vardas534      Pavarde534     7.4                           
Vardas538      Pavarde538     6.8                           
Vardas539      Pavarde539     6.8                           
Vardas542      Pavarde542     6.2                           
Vardas543      Pavarde543     7.4                           
Vardas544      Pavarde544     5.6                           
Vardas545      Pavarde545     6.2                           
Vardas546      Pavarde546     8                             
Vardas547      Pavarde547     5.6                           
Vardas548      Pavarde548     5.6                           
Vardas549      Pavarde549     6.2                           
Vardas550      Pavarde550     5.6                           
Vardas552      Pavarde552     5                             
Vardas558      Pavarde558     6.2                           
Vardas559      Pavarde559     6.8                           
Vardas563      Pavarde563     5.6                           
Vardas564      Pavarde564     7.4                           
Vardas567      Pavarde567     6.2                           
Vardas569      Pavarde569     5                             
Vardas570      Pavarde570     5.6                           
Vardas574      Pavarde574     6.8                           
Vardas576      Pavarde576     5.6                           
Vardas577      Pavarde577     5.6                           
Vardas578      Pavarde578     7.4                           
Vardas579      Pavarde579     6.8                           
Vardas580      Pavarde580     5                             
Vardas582      Pavarde582     8                             
Vardas583      Pavarde583     6.8                           
Vardas589      Pavarde589     6.8                           
Vardas590      Pavarde590     7.4                           
Vardas593      Pavarde593     5                             
Vardas595      Pavarde595     7.4                           
Vardas596      Pavarde596     7.4                           
Vardas598      Pavarde598     5                             
Vardas599      Pavarde599     5.6                           
Vardas600      Pavarde600     6.8                           
Vardas601      Pavarde601     5                             
Vardas603      Pavarde603     7.4                           
Vardas604      Pavarde604     7.4                           
Vardas605      Pavarde605     7.4                           
Vardas606      Pavarde606     5.6                           
Vardas611      Pavarde611     6.8                           
Vardas612      Pavarde612     7.4                           
Vardas613      Pavarde613     8                             
Vardas614      Pavarde614     8                             
Vardas615      Pavarde615     5.6                           
Vardas616      Pavarde616     8                             
Vardas617      Pavarde617     7.4                           
Vardas619      Pavarde619     6.2                           
Vardas620      Pavarde620     5.6                           
Vardas622      Pavarde622     6.2                           
Vardas623      Pavarde623     7.4                           
Vardas626      Pavarde626     6.8                           
Vardas628      Pavarde628     6.2                           
Vardas630      Pavarde630     8                             
Vardas631      Pavarde631     6.8                           
Vardas632      Pavarde632     8                             
Vardas633      Pavarde633     7.4                           
Vardas634      Pavarde634     8                             
Vardas635      Pavarde635     6.2                           
Vardas636      Pavarde636     6.2                           
Vardas637      Pavarde637     5                             
Vardas638      Pavarde638     8                             
Vardas641      Pavarde641     6.8                           
Vardas642      Pavarde642     8                             
Vardas643      Pavarde643     5                             
Vardas645      Pavarde645     6.2                           
Vardas646      Pavarde646     7.4                           
Vardas647      Pavarde647     6.2                           
Vardas648      Pavarde648     7.4                           
Vardas650      Pavarde650     8                             
Vardas651      Pavarde651     7.4                           
Vardas656      Pavarde656     5.6                           
Vardas657      Pavarde657     7.4                           
Vardas658      Pavarde658     8                             
Vardas660      Pavarde660     6.2                           
Vardas661      Pavarde661     6.2                           
Vardas664      Pavarde664     8                             
Vardas667      Pavarde667     7.4                           
Vardas668      Pavarde668     5                             
Vardas670      Pavarde670     6.2                           
Vardas674      Pavarde674     5.6                           
Vardas675      Pavarde675     8                             
Vardas679      Pavarde679     8                             
Vardas680      Pavarde680     8                             
Vardas682      Pavarde682     6.2                           
Vardas684      Pavarde684     6.2                           
Vardas685      Pavarde685     8                             
Vardas686      Pavarde686     6.8                           
Vardas687      Pavarde687     5                             
Vardas688      Pavarde688     6.8                           
Vardas689      Pavarde689     8                             
Vardas690      Pavarde690     7.4                           
Vardas693      Pavarde693     5.6                           
Vardas695      Pavarde695     5.6                           
Vardas697      Pavarde697     8                             
Vardas698      Pavarde698     6.2                           
Vardas701      Pavarde701     5                             
Vardas704      Pavarde704     8                             
Vardas706      Pavarde706     7.4                           
Vardas709      Pavarde709     8                             
Vardas711      Pavarde711     5                             
Vardas713      Pavarde713     8                             
Vardas716      Pavarde716     5                             
Vardas717      Pavarde717     8                             
Vardas718      Pavarde718     6.8                           
Vardas719      Pavarde719     8                             
Vardas722      Pavarde722     6.2                           
Vardas723      Pavarde723     7.4                           
Vardas727      Pavarde727     5                             
Vardas729      Pavarde729     7.4                           
Vardas730      Pavarde730     5                             
Vardas731      Pavarde731     6.8                           
Vardas732      Pavarde732     6.8                           
Vardas733      Pavarde733     5.6                           
Vardas736      Pavarde736     6.2                           
Vardas739      Pavarde739     7.4                           
Vardas742      Pavarde742     5.6                           
Vardas744      Pavarde744     7.4                           
Vardas745      Pavarde745     5.6                           
Vardas749      Pavarde749     6.2                           
Vardas752      Pavarde752     6.8                           
Vardas753      Pavarde753     7.4                           
Vardas755      Pavarde755     7.4                           
Vardas756      Pavarde756     7.4                           
Vardas757      Pavarde757     7.4                           
Vardas758      Pavarde758     6.8                           
Vardas759      Pavarde759     6.8                           
Vardas760      Pavarde760     5.6                           
Vardas761      Pavarde761     5.6                           
Vardas763      Pavarde763     8                             
Vardas765      Pavarde765     5                             
Vardas767      Pavarde767     6.8                           
Vardas771      Pavarde771     8                             
Vardas773      Pavarde773     5                             
Vardas774      Pavarde774     5.6                           
Vardas776      Pavarde776     6.8                           
Vardas778      Pavarde778     8                             
Vardas779      Pavarde779     6.8                           
Vardas780      Pavarde780     5                             
Vardas783      Pavarde783     6.2                           
Vardas784      Pavarde784     7.4                           
Vardas785      Pavarde785     7.4                           
Vardas786      Pavarde786     5.6                           
Vardas790      Pavarde790     6.2                           
Vardas793      Pavarde793     5.6                           
Vardas794      Pavarde794     8                             
Vardas795      Pavarde795     6.2                           
Vardas797      Pavarde797     8                             
Vardas798      Pavarde798     5.6                           
Vardas799      Pavarde799     6.8                           
Vardas800      Pavarde800     6.2                           
Vardas801      Pavarde801     5.6                           
Vardas802      Pavarde802     6.2                           
Vardas804      Pavarde804     8                             
Vardas806      Pavarde806     8                             
Vardas808      Pavarde808     8                             
Vardas809      Pavarde809     7.4                           
Vardas810      Pavarde810     8                             
Vardas815      Pavarde815     5                             
Vardas816      Pavarde816     8                             
Vardas817      Pavarde817     5.6                           
Vardas819      Pavarde819     6.8                           
Vardas822      Pavarde822     5.6                           
Vardas826      Pavarde826     5                             
Vardas827      Pavarde827     5                             
Vardas828      Pavarde828     6.2                           
Vardas830      Pavarde830     6.8                           
Vardas833      Pavarde833     6.2                           
Vardas835      Pavarde835     5.6                           
Vardas836      Pavarde836     5.6                           
Vardas838      Pavarde838     8                             
Vardas841      Pavarde841     8                             
Vardas842      Pavarde842     6.2                           
Vardas843      Pavarde843     5                             
Vardas844      Pavarde844     6.2                           
Vardas846      Pavarde846     7.4                           
Vardas847      Pavarde847     8                             
Vardas849      Pavarde849     8                             
Vardas850      Pavarde850     8                             
Vardas851      Pavarde851     5.6                           
Vardas853      Pavarde853     5.6                           
Vardas854      Pavarde854     6.8                           
Vardas855      Pavarde855     8                             
Vardas857      Pavarde857     5                             
Vardas858      Pavarde858     6.8                           
Vardas861      Pavarde861     6.8                           
Vardas865      Pavarde865     6.8                           
Vardas867      Pavarde867     6.2                           
Vardas870      Pavarde870     6.2                           
Vardas871      Pavarde871     6.2                           
Vardas872      Pavarde872     6.8                           
Vardas873      Pavarde873     5.6                           
Vardas874      Pavarde874     5                             
Vardas876      Pavarde876     8                             
Vardas879      Pavarde879     6.2                           
Vardas880      Pavarde880     5.6                           
Vardas881      Pavarde881     7.4                           
Vardas882      Pavarde882     7.4                           
Vardas883      Pavarde883     6.8                           
Vardas884      Pavarde884     6.8                           
Vardas887      Pavarde887     5                             
Vardas889      Pavarde889     6.8                           
Vardas890      Pavarde890     5                             
Vardas891      Pavarde891     6.2                           
Vardas892      Pavarde892     6.8                           
Vardas893      Pavarde893     6.8                           
Vardas894      Pavarde894     7.4                           
Vardas895      Pavarde895     7.4                           
Vardas896      Pavarde896     5                             
Vardas898      Pavarde898     6.2                           
Vardas899      Pavarde899     5.6                           
Vardas900      Pavarde900     5.6                           
Vardas903      Pavarde903     5                             
Vardas904      Pavarde904     6.8                           
Vardas906      Pavarde906     5                             
Vardas908      Pavarde908     6.2                           
Vardas911      Pavarde911     6.8                           
Vardas912      Pavarde912     5.6                           
Vardas914      Pavarde914     5                             
Vardas915      Pavarde915     6.8                           
Vardas916      Pavarde916     6.2                           
Vardas917      Pavarde917     8                             
Vardas918      Pavarde918     6.8                           
Vardas921      Pavarde921     5                             
Vardas922      Pavarde922     5.6                           
Vardas923      Pavarde923     7.4                           
Vardas926      Pavarde926     6.8                           
Vardas929      Pavarde929     5.6                           
Vardas930      Pavarde930     6.2                           
Vardas931      Pavarde931     8                             
Vardas932      Pavarde932     5.6                           
Vardas933      Pavarde933     8                             
Vardas934      Pavarde934     5                             
Vardas936      Pavarde936     5                             
Vardas939      Pavarde939     6.8                           
Vardas942      Pavarde942     6.8                           
Vardas944      Pavarde944     8                             
Vardas945      Pavarde945     6.8                           
Vardas946      Pavarde946     7.4                           
Vardas947      Pavarde947     6.8                           
Vardas950      Pavarde950     6.8                           
Vardas957      Pavarde957     6.8                           
Vardas958      Pavarde958     7.4                           
Vardas959      Pavarde959     6.2                           
Vardas960      Pavarde960     8                             
Vardas963      Pavarde963     5.6                           
Vardas965      Pavarde965     6.2                           
Vardas968      Pavarde968     6.8                           
Vardas972      Pavarde972     5.6                           
Vardas973      Pavarde973     5                             
Vardas974      Pavarde974     6.2                           
Vardas975      Pavarde975     7.4                           
Vardas976      Pavarde976     8                             
Vardas977      Pavarde977     5                             
Vardas978      Pavarde978     8                             
Vardas979      Pavarde979     5                             
Vardas980      Pavarde980     5                             
Vardas983      Pavarde983     6.8                           
Vardas984      Pavarde984     7.4                           
Vardas988      Pavarde988     6.8                           
Vardas989      Pavarde989     8                             
Vardas990      Pavarde990     5                             
Vardas991      Pavarde991     7.4                           
Vardas993      Pavarde993     6.2                           
Vardas994      Pavarde994     6.8                           
Vardas995      Pavarde995     5                             
Vardas997      Pavarde997     5                             
